id,name,image_url,image_path
bw11-31,Gyarados,https://images.pokemontcg.io/bw11/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw11-31.jpg
xy11-31,Dewott,https://images.pokemontcg.io/xy11/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy11-31.jpg
hgss3-25,Weavile,https://images.pokemontcg.io/hgss3/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss3-25.jpg
ex4-28,Team Aqua's Lanturn,https://images.pokemontcg.io/ex4/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex4-28.jpg
dp3-33,Mothim,https://images.pokemontcg.io/dp3/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp3-33.jpg
sm4-22,Remoraid,https://images.pokemontcg.io/sm4/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm4-22.jpg
col1-29,Mr. Mime,https://images.pokemontcg.io/col1/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-29.jpg
xy6-26,Thundurus-EX,https://images.pokemontcg.io/xy6/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy6-26.jpg
sma-SV21,Riolu,https://images.pokemontcg.io/sma/SV21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sma-SV21.jpg
ecard3-H26,Raikou,https://images.pokemontcg.io/ecard3/H26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ecard3-H26.jpg
bw6-31,Walrein,https://images.pokemontcg.io/bw6/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw6-31.jpg
dp7-20,Machamp,https://images.pokemontcg.io/dp7/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp7-20.jpg
g1-18,M Blastoise-EX,https://images.pokemontcg.io/g1/18.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/g1-18.jpg
base6-26,Jynx,https://images.pokemontcg.io/base6/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base6-26.jpg
np-20,Ludicolo,https://images.pokemontcg.io/np/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/np-20.jpg
smp-SM21,Drampa,https://images.pokemontcg.io/smp/SM21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/smp-SM21.jpg
sm7-27,Combusken,https://images.pokemontcg.io/sm7/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm7-27.jpg
bw6-32,Buizel,https://images.pokemontcg.io/bw6/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw6-32.jpg
neo3-26,Sudowoodo,https://images.pokemontcg.io/neo3/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo3-26.jpg
xy6-27,Natu,https://images.pokemontcg.io/xy6/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy6-27.jpg
bw7-31,Blastoise,https://images.pokemontcg.io/bw7/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw7-31.jpg
ex11-28,Slowking,https://images.pokemontcg.io/ex11/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex11-28.jpg
sm5-30,Alolan Vulpix,https://images.pokemontcg.io/sm5/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm5-30.jpg
xy2-34,Luxray,https://images.pokemontcg.io/xy2/34.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy2-34.jpg
gym2-32,Blaine's Dodrio,https://images.pokemontcg.io/gym2/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym2-32.jpg
ex15-19,Lickitung δ,https://images.pokemontcg.io/ex15/19.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex15-19.jpg
xyp-XY21,Bronzong,https://images.pokemontcg.io/xyp/XY21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xyp-XY21.jpg
dpp-DP29,Rhyperior LV.X,https://images.pokemontcg.io/dpp/DP29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dpp-DP29.jpg
ex13-27,Regice,https://images.pokemontcg.io/ex13/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex13-27.jpg
swsh35-30,Lycanroc,https://images.pokemontcg.io/swsh35/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh35-30.jpg
ex6-25,Hypno,https://images.pokemontcg.io/ex6/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex6-25.jpg
neo2-21,Forretress,https://images.pokemontcg.io/neo2/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo2-21.jpg
swsh4-26,Flareon,https://images.pokemontcg.io/swsh4/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh4-26.jpg
bw9-27,Vanillite,https://images.pokemontcg.io/bw9/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw9-27.jpg
xy9-20,Slowbro,https://images.pokemontcg.io/xy9/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy9-20.jpg
dp5-22,Infernape,https://images.pokemontcg.io/dp5/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp5-22.jpg
ex3-29,Graveler,https://images.pokemontcg.io/ex3/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex3-29.jpg
ex8-30,Donphan,https://images.pokemontcg.io/ex8/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex8-30.jpg
bw11-32,Articuno,https://images.pokemontcg.io/bw11/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw11-32.jpg
sm11-22,Magmortar,https://images.pokemontcg.io/sm11/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm11-22.jpg
base5-26,Dark Hypno,https://images.pokemontcg.io/base5/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base5-26.jpg
ecard2-1,Ampharos,https://images.pokemontcg.io/ecard2/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ecard2-1.jpg
hgss4-31,Wailord,https://images.pokemontcg.io/hgss4/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss4-31.jpg
ex1-21,Seaking,https://images.pokemontcg.io/ex1/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex1-21.jpg
dc1-20,Team Aqua's Carvanha,https://images.pokemontcg.io/dc1/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dc1-20.jpg
sm9-31,Lapras,https://images.pokemontcg.io/sm9/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm9-31.jpg
bw1-27,Oshawott,https://images.pokemontcg.io/bw1/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw1-27.jpg
bw10-34,Drifloon,https://images.pokemontcg.io/bw10/34.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-34.jpg
sma-SV22,Lucario,https://images.pokemontcg.io/sma/SV22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sma-SV22.jpg
xy12-23,Poliwag,https://images.pokemontcg.io/xy12/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy12-23.jpg
xy7-30,Unown,https://images.pokemontcg.io/xy7/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy7-30.jpg
sm2-29,Wailmer,https://images.pokemontcg.io/sm2/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm2-29.jpg
swsh3-24,Blaziken,https://images.pokemontcg.io/swsh3/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh3-24.jpg
neo4-30,Unown [X],https://images.pokemontcg.io/neo4/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo4-30.jpg
gym1-30,Misty's Goldeen,https://images.pokemontcg.io/gym1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym1-30.jpg
hgss3-26,Flareon,https://images.pokemontcg.io/hgss3/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss3-26.jpg
sm12-32,Pignite,https://images.pokemontcg.io/sm12/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm12-32.jpg
ex14-27,Swampert,https://images.pokemontcg.io/ex14/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex14-27.jpg
pl4-30,Sceptile,https://images.pokemontcg.io/pl4/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl4-30.jpg
base1-29,Haunter,https://images.pokemontcg.io/base1/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base1-29.jpg
ex4-29,Team Aqua's Manectric,https://images.pokemontcg.io/ex4/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex4-29.jpg
mcd12-8,Drilbur,https://images.pokemontcg.io/mcd12/8.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/mcd12-8.jpg
ex16-21,Pichu,https://images.pokemontcg.io/ex16/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex16-21.jpg
xy3-20,Seismitoad-EX,https://images.pokemontcg.io/xy3/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy3-20.jpg
base3-31,Arbok,https://images.pokemontcg.io/base3/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base3-31.jpg
hgss1-33,Tyrogue,https://images.pokemontcg.io/hgss1/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-33.jpg
sm8-28,Dustox,https://images.pokemontcg.io/sm8/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm8-28.jpg
ex7-28,Yanma,https://images.pokemontcg.io/ex7/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex7-28.jpg
base4-31,Venomoth,https://images.pokemontcg.io/base4/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base4-31.jpg
dp1-30,Lopunny,https://images.pokemontcg.io/dp1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp1-30.jpg
basep-26,Pikachu,https://images.pokemontcg.io/basep/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/basep-26.jpg
xy5-29,Camerupt-EX,https://images.pokemontcg.io/xy5/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy5-29.jpg
ex12-31,Dunsparce,https://images.pokemontcg.io/ex12/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-31.jpg
bw2-22,Panpour,https://images.pokemontcg.io/bw2/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw2-22.jpg
col1-30,Pidgeot,https://images.pokemontcg.io/col1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-30.jpg
base2-21,Kangaskhan,https://images.pokemontcg.io/base2/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base2-21.jpg
sm35-20,Feraligatr,https://images.pokemontcg.io/sm35/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm35-20.jpg
hgss2-28,Cherrim,https://images.pokemontcg.io/hgss2/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss2-28.jpg
sm75-29,Milotic,https://images.pokemontcg.io/sm75/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm75-29.jpg
pl1-30,Gyarados G,https://images.pokemontcg.io/pl1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl1-30.jpg
bw4-33,Vanilluxe,https://images.pokemontcg.io/bw4/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw4-33.jpg
xy1-29,Blastoise-EX,https://images.pokemontcg.io/xy1/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy1-29.jpg
sm10-24,Darmanitan,https://images.pokemontcg.io/sm10/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm10-24.jpg
ecard3-H27,Rhydon,https://images.pokemontcg.io/ecard3/H27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ecard3-H27.jpg
dp6-22,Crawdaunt,https://images.pokemontcg.io/dp6/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp6-22.jpg
ex2-22,Shiftry,https://images.pokemontcg.io/ex2/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex2-22.jpg
xy8-25,Fennekin,https://images.pokemontcg.io/xy8/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy8-25.jpg
neo1-23,Magby,https://images.pokemontcg.io/neo1/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo1-23.jpg
hsp-HGSS19,Raikou,https://images.pokemontcg.io/hsp/HGSS19.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hsp-HGSS19.jpg
xy11-32,Samurott,https://images.pokemontcg.io/xy11/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy11-32.jpg
swsh2-23,Appletun,https://images.pokemontcg.io/swsh2/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh2-23.jpg
sm6-25,Clauncher,https://images.pokemontcg.io/sm6/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm6-25.jpg
swsh1-30,Scorbunny,https://images.pokemontcg.io/swsh1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh1-30.jpg
sm12-33,Emboar,https://images.pokemontcg.io/sm12/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm12-33.jpg
neo1-24,Murkrow,https://images.pokemontcg.io/neo1/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo1-24.jpg
np-21,Jirachi,https://images.pokemontcg.io/np/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/np-21.jpg
ex6-26,Kingler,https://images.pokemontcg.io/ex6/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex6-26.jpg
pl4-31,Sceptile,https://images.pokemontcg.io/pl4/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl4-31.jpg
dp5-23,Jolteon,https://images.pokemontcg.io/dp5/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp5-23.jpg
bw10-35,Drifblim,https://images.pokemontcg.io/bw10/35.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-35.jpg
ex11-29,Snow-cloud Castform,https://images.pokemontcg.io/ex11/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex11-29.jpg
bw5-24,Slowbro,https://images.pokemontcg.io/bw5/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw5-24.jpg
bw9-28,Vanillish,https://images.pokemontcg.io/bw9/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw9-28.jpg
sm11-23,Numel,https://images.pokemontcg.io/sm11/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm11-23.jpg
xy0-23,Granbull,https://images.pokemontcg.io/xy0/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy0-23.jpg
ex13-28,Regirock,https://images.pokemontcg.io/ex13/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex13-28.jpg
xy6-28,Natu,https://images.pokemontcg.io/xy6/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy6-28.jpg
ex5-23,Rain Castform,https://images.pokemontcg.io/ex5/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex5-23.jpg
hsp-HGSS20,Entei,https://images.pokemontcg.io/hsp/HGSS20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hsp-HGSS20.jpg
ex3-30,Graveler,https://images.pokemontcg.io/ex3/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex3-30.jpg
sm8-29,Nincada,https://images.pokemontcg.io/sm8/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm8-29.jpg
ex12-32,Electrode,https://images.pokemontcg.io/ex12/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-32.jpg
xy3-21,Cubchoo,https://images.pokemontcg.io/xy3/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy3-21.jpg
xy8-26,Braixen,https://images.pokemontcg.io/xy8/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy8-26.jpg
basep-27,Pikachu,https://images.pokemontcg.io/basep/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/basep-27.jpg
sm115-31,Mewtwo-GX,https://images.pokemontcg.io/sm115/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm115-31.jpg
sm9-32,Articuno,https://images.pokemontcg.io/sm9/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm9-32.jpg
dp2-23,Crobat,https://images.pokemontcg.io/dp2/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp2-23.jpg
ecard1-21,Ninetales,https://images.pokemontcg.io/ecard1/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ecard1-21.jpg
ecard2-2,Arcanine,https://images.pokemontcg.io/ecard2/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ecard2-2.jpg
base1-30,Ivysaur,https://images.pokemontcg.io/base1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base1-30.jpg
sm35-21,Qwilfish,https://images.pokemontcg.io/sm35/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm35-21.jpg
swshp-SWSH021,Polteageist V,https://images.pokemontcg.io/swshp/SWSH021.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swshp-SWSH021.jpg
neo3-27,Suicune,https://images.pokemontcg.io/neo3/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo3-27.jpg
base6-27,Kabutops,https://images.pokemontcg.io/base6/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base6-27.jpg
xy2-35,Magnezone-EX,https://images.pokemontcg.io/xy2/35.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy2-35.jpg
sm1-29,Golduck,https://images.pokemontcg.io/sm1/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm1-29.jpg
xy12-24,Poliwhirl,https://images.pokemontcg.io/xy12/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy12-24.jpg
base5-27,Dark Machamp,https://images.pokemontcg.io/base5/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base5-27.jpg
dp4-25,Milotic,https://images.pokemontcg.io/dp4/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp4-25.jpg
bw4-34,Frillish,https://images.pokemontcg.io/bw4/34.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw4-34.jpg
xy5-30,Horsea,https://images.pokemontcg.io/xy5/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy5-30.jpg
dpp-DP30,Regigigas LV.X,https://images.pokemontcg.io/dpp/DP30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dpp-DP30.jpg
xy10-29,Mew,https://images.pokemontcg.io/xy10/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy10-29.jpg
bw6-33,Floatzel,https://images.pokemontcg.io/bw6/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw6-33.jpg
col1-31,Skarmory,https://images.pokemontcg.io/col1/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-31.jpg
ex2-23,Steelix,https://images.pokemontcg.io/ex2/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex2-23.jpg
ex15-20,Mantine δ,https://images.pokemontcg.io/ex15/20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex15-20.jpg
hgss2-29,Dunsparce,https://images.pokemontcg.io/hgss2/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss2-29.jpg
xy9-21,Slowking,https://images.pokemontcg.io/xy9/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy9-21.jpg
dp6-23,Delcatty,https://images.pokemontcg.io/dp6/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp6-23.jpg
hgss4-32,Dragonair,https://images.pokemontcg.io/hgss4/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss4-32.jpg
neo2-22,Hitmontop,https://images.pokemontcg.io/neo2/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo2-22.jpg
swsh2-24,Vulpix,https://images.pokemontcg.io/swsh2/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh2-24.jpg
pl1-31,Infernape,https://images.pokemontcg.io/pl1/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl1-31.jpg
swsh4-27,Slugma,https://images.pokemontcg.io/swsh4/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh4-27.jpg
sm5-31,Piplup,https://images.pokemontcg.io/sm5/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm5-31.jpg
bw11-33,Piplup,https://images.pokemontcg.io/bw11/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw11-33.jpg
pl2-26,Jolteon,https://images.pokemontcg.io/pl2/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl2-26.jpg
xy4-28,Helioptile,https://images.pokemontcg.io/xy4/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy4-28.jpg
sm2-30,Wailord,https://images.pokemontcg.io/sm2/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm2-30.jpg
sm7-28,Blaziken-GX,https://images.pokemontcg.io/sm7/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm7-28.jpg
ex1-22,Sharpedo,https://images.pokemontcg.io/ex1/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex1-22.jpg
hgss1-34,Weezing,https://images.pokemontcg.io/hgss1/34.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-34.jpg
bw3-25,Tirtouga,https://images.pokemontcg.io/bw3/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw3-25.jpg
sma-SV23,Rockruff,https://images.pokemontcg.io/sma/SV23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sma-SV23.jpg
sm3-26,Turtonator,https://images.pokemontcg.io/sm3/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm3-26.jpg
bw7-32,Psyduck,https://images.pokemontcg.io/bw7/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw7-32.jpg
swsh35-31,Rolycoly,https://images.pokemontcg.io/swsh35/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh35-31.jpg
bw1-28,Oshawott,https://images.pokemontcg.io/bw1/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw1-28.jpg
ex4-30,Team Aqua's Mightyena,https://images.pokemontcg.io/ex4/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex4-30.jpg
bw2-23,Simipour,https://images.pokemontcg.io/bw2/23.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw2-23.jpg
base3-32,Cloyster,https://images.pokemontcg.io/base3/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base3-32.jpg
smp-SM22,Rowlet,https://images.pokemontcg.io/smp/SM22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/smp-SM22.jpg
bwp-BW20,Serperior,https://images.pokemontcg.io/bwp/BW20.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bwp-BW20.jpg
dp7-21,Mamoswine,https://images.pokemontcg.io/dp7/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp7-21.jpg
hgss3-27,Gloom,https://images.pokemontcg.io/hgss3/27.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss3-27.jpg
dc1-21,Team Aqua's Sharpedo,https://images.pokemontcg.io/dc1/21.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dc1-21.jpg
dp1-31,Machamp,https://images.pokemontcg.io/dp1/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp1-31.jpg
ex14-28,Venusaur,https://images.pokemontcg.io/ex14/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex14-28.jpg
dp3-34,Nidoking,https://images.pokemontcg.io/dp3/34.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp3-34.jpg
gym2-33,Blaine's Rapidash,https://images.pokemontcg.io/gym2/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym2-33.jpg
ex16-22,Sableye,https://images.pokemontcg.io/ex16/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex16-22.jpg
ex8-31,Golbat,https://images.pokemontcg.io/ex8/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex8-31.jpg
xy1-30,M Blastoise-EX,https://images.pokemontcg.io/xy1/30.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy1-30.jpg
bw8-29,Lotad,https://images.pokemontcg.io/bw8/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw8-29.jpg
ex10-29,Lugia,https://images.pokemontcg.io/ex10/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex10-29.jpg
base2-22,Mr. Mime,https://images.pokemontcg.io/base2/22.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base2-22.jpg
ex7-29,Dark Arbok,https://images.pokemontcg.io/ex7/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex7-29.jpg
swsh3-25,Heatran,https://images.pokemontcg.io/swsh3/25.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh3-25.jpg
ex12-33,Furret,https://images.pokemontcg.io/ex12/33.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-33.jpg
ex2-24,Umbreon,https://images.pokemontcg.io/ex2/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex2-24.jpg
bw1-29,Dewott,https://images.pokemontcg.io/bw1/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw1-29.jpg
hgss1-35,Bayleef,https://images.pokemontcg.io/hgss1/35.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-35.jpg
dp2-24,Exeggutor,https://images.pokemontcg.io/dp2/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp2-24.jpg
gym1-31,Misty's Poliwrath,https://images.pokemontcg.io/gym1/31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym1-31.jpg
base5-28,Dark Magneton,https://images.pokemontcg.io/base5/28.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base5-28.jpg
bw10-36,Uxie,https://images.pokemontcg.io/bw10/36.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-36.jpg
col1-32,Slowking,https://images.pokemontcg.io/col1/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-32.jpg
dp4-26,Palkia,https://images.pokemontcg.io/dp4/26.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp4-26.jpg
dpp-DP31,Heatran LV.X,https://images.pokemontcg.io/dpp/DP31.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dpp-DP31.jpg
dp5-24,Leafeon,https://images.pokemontcg.io/dp5/24.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp5-24.jpg
bw9-29,Vanilluxe,https://images.pokemontcg.io/bw9/29.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw9-29.jpg
pl1-32,Kricketune,https://images.pokemontcg.io/pl1/32.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl1-32.jpg
