id,name,hp,convertedRetreatCost,number,nationalPokedexNumbers,has_rule,has_ability,has_ancient_trait,is_regulation,weakness_count,resistances_count,num_attacks,Colorless,Darkness,Dragon,Fairy,Fighting,Fire,Grass,Lightning,Metal,Psychic,Water,set_age,is_promo,rarity_score,marketPrice
gym2-47,Koga's Kakuna,0.157894737,0.4,0.150326797,0.013658537,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.933791124,0,0.333333333,1.29
neo4-43,Houndour,0.105263158,0.2,0.137254902,0.222439024,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0.882545865,0,0.333333333,2.85
ecard2-17,Jumpluff,0.184210526,0,0.052287582,0.184390244,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.849646408,0,0.5,14.91
basep-41,Lucky Stadium,0,0,0.130718954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98226914,1,0.583333333,625.41
ex5-37,Igglybuff,0.131578947,0.2,0.117647059,0.169756098,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.798093676,0,0.333333333,2.38
bw5-37,Jolteon,0.236842105,0,0.117647059,0.131707317,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.50097366,0,0.333333333,2.96
bwp-BW32,Victini,0.157894737,0.2,0.10130719,0.48195122,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.545557036,1,0.583333333,6.15
ecard3-10,Gengar,0.263157895,0.4,0.029411765,0.091707317,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.837655017,0,0.5,315.31
ex13-43,Golduck δ,0.184210526,0.2,0.137254902,0.053658537,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.726452803,0,0.333333333,1.49
xy8-38,Empoleon,0.368421053,0.4,0.120915033,0.385365854,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.370400738,0,0.5,0.74
ex3-44,Snorunt,0.131578947,0.2,0.140522876,0.352195122,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.817566875,0,0.333333333,1.83
swshp-SWSH037,Hydreigon,0.421052632,0.6,0.117647059,0.619512195,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.219534693,1,0.583333333,7.4
swsh4-41,Arrokuda,0.157894737,0.2,0.130718954,0.825365854,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.182228144,0,0.166666667,0.08
xy1-44,Voltorb,0.131578947,0.2,0.140522876,0.097560976,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.435687199,0,0.166666667,0.21
hgss3-43,Beldum,0.131578947,0.2,0.137254902,0.364878049,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.565542687,0,0.166666667,0.39
ex4-46,Squirtle,0.131578947,0.2,0.147058824,0.006829268,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.807522804,0,0.166666667,20.82
ex2-37,Fearow,0.184210526,0,0.117647059,0.021463415,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.82443374,0,0.333333333,1.62
pl1-45,Combusken,0.210526316,0.2,0.14379085,0.249756098,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.622219945,0,0.333333333,0.39
bw11-48,Minun,0.157894737,0.2,0.153594771,0.304390244,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.445013836,0,0.333333333,1.73
swsh3-40,Relicanth,0.236842105,0.2,0.12745098,0.36,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.191554781,0,0.333333333,0.1
gym2-48,Koga's Koffing,0.131578947,0.2,0.153594771,0.106341463,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.933791124,0,0.333333333,1.16
bw6-46,Mew-EX,0.315789474,0.2,0.147058824,0.147317073,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.490929589,0,0.666666667,103.95
ex5-38,Lanturn,0.210526316,0.4,0.120915033,0.166829268,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.798093676,0,0.333333333,0.89
ex7-43,Heracross,0.184210526,0.2,0.137254902,0.208780488,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.782412627,0,0.333333333,9.98
ecard1-36,Blastoise,0.263157895,0.4,0.114379085,0.008780488,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.862150251,0,0.5,34.34
bw5-38,Raikou-EX,0.447368421,0.2,0.120915033,0.237073171,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.50097366,0,0.666666667,20
bw1-42,Zebstrika,0.236842105,0.2,0.133986928,0.510243902,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.539920057,0,0.333333333,0.39
sm7-44,Luvdisc,0.184210526,0.2,0.140522876,0.36097561,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.267602747,0,0.166666667,0.43
xy2-51,Sneasel,0.157894737,0.2,0.163398693,0.209756098,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.426360562,0,0.166666667,0.26
neo3-40,Unown [Y],0.105263158,0.2,0.12745098,0.196097561,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.898944348,0,0.333333333,1.66
ex6-41,Nidorino,0.184210526,0.2,0.130718954,0.032195122,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.788664549,0,0.333333333,1.06
base2-36,Fearow,0.184210526,0,0.114379085,0.021463415,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.983806498,0,0.333333333,0.71
bw7-47,Keldeo,0.289473684,0.2,0.150326797,0.631219512,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.482320385,0,0.5,1.34
swsh35-47,Duraludon V,0.578947368,0.6,0.150326797,0.862439024,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.187250179,0,0.666666667,0.81
xy0-37,Potion,0,0,0.117647059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444808855,0,0,0.18
sm10-36,Poliwag,0.131578947,0.2,0.114379085,0.058536585,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.239622835,0,0.166666667,0.13
mcd11-7,Munna,0.157894737,0.2,0.019607843,0.504390244,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.53448806,0,0,3.42
bwp-BW33,Riolu,0.157894737,0.2,0.104575163,0.436097561,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.545557036,1,0.583333333,9.99
g1-32,Slowpoke,0.131578947,0.2,0.10130719,0.077073171,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.359126781,0,0.166666667,0.34
neo2-36,Yanma,0.157894737,0,0.114379085,0.188292683,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0.910423286,0,0.5,5.44
xy3-34,Dedenne,0.184210526,0.2,0.107843137,0.684878049,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.416316491,0,0.333333333,0.26
dp4-39,Granbull,0.236842105,0.4,0.124183007,0.204878049,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.66075638,0,0.333333333,0.31
bw4-49,Emolga,0.184210526,0.2,0.156862745,0.572682927,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.510300297,0,0.333333333,0.36
dpp-DP44,Magnezone,0.342105263,0.4,0.140522876,0.450731707,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.689043763,1,0.583333333,3.51
ex16-37,Sealeo,0.184210526,0.2,0.117647059,0.355121951,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.698062929,0,0.333333333,0.68
dp1-46,Drifloon,0.157894737,0.2,0.147058824,0.414634146,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0.689043763,0,0.333333333,0.63
neo1-40,Magmar,0.184210526,0.4,0.12745098,0.122926829,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.927539203,0,0.333333333,0.69
base1-46,Charmander,0.131578947,0.2,0.147058824,0.003902439,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.166666667,1.95
sm9-46,Emolga,0.157894737,0,0.147058824,0.572682927,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.248949472,0,0.166666667,0.16
dp3-48,Donphan,0.263157895,0.6,0.153594771,0.226341463,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0.670185508,0,0.333333333,0.24
ex14-42,Wartortle,0.184210526,0.2,0.133986928,0.007804878,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.717023675,0,0.333333333,2.05
dp7-36,Electrode,0.236842105,0,0.114379085,0.098536585,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.632673978,0,0.333333333,0.43
hgss4-47,Pidgeotto,0.210526316,0.2,0.150326797,0.016585366,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.557650917,0,0.333333333,0.86
ex13-44,Holon's Castform,0.131578947,0.2,0.140522876,0.342439024,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.726452803,0,0.333333333,4.92
base6-40,Dewgong,0.210526316,0.6,0.12745098,0.084878049,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.87383417,0,0.333333333,1.88
ex1-34,Kirlia,0.184210526,0.2,0.107843137,0.274146341,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.832530491,0,0.333333333,2.05
pl4-46,Ponyta,0.105263158,0.2,0.147058824,0.075121951,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.594957466,0,0.333333333,0.82
base3-47,Geodude,0.131578947,0.2,0.150326797,0.072195122,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.971917598,0,0.166666667,0.4
sm35-36,Ekans,0.184210526,0.4,0.114379085,0.022439024,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.298452393,0,0.166666667,0.1
ecard2-18,Jynx,0.157894737,0.4,0.055555556,0.12097561,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.849646408,0,0.5,15.08
ex12-48,Aron,0.131578947,0.4,0.153594771,0.296585366,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.735574459,0,0.166666667,0.42
xy6-42,Jirachi,0.184210526,0.2,0.133986928,0.375609756,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.389054013,0,0.5,3.23
ecard3-11,Gyarados,0.236842105,0.4,0.032679739,0.126829268,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.837655017,0,0.5,99.99
xy5-45,Spheal,0.157894737,0.4,0.14379085,0.354146341,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.39838065,0,0.166666667,0.22
bw10-49,Machamp,0.394736842,0.6,0.156862745,0.066341463,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.45362304,0,0.5,1.36
sm1-42,Primarina-GX,0.657894737,0.4,0.133986928,0.712195122,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0.32356257,0,0.666666667,2.65
ex11-43,Golbat,0.184210526,0.2,0.137254902,0.04097561,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.745106078,0,0.333333333,0.72
dp6-39,Registeel,0.236842105,0.8,0.124183007,0.369756098,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.642103105,0,0.5,1.45
sma-SV38,Gible,0.131578947,0.2,0.120915033,0.432195122,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.228143897,0,0.833333333,3.2
sm75-42,Bagon,0.157894737,0.2,0.133986928,0.36195122,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0.264015579,0,0.166666667,0.2
xy8-39,Snover,0.210526316,0.6,0.124183007,0.447804878,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.370400738,0,0.166666667,0.15
neo4-44,Jigglypuff,0.131578947,0.2,0.140522876,0.03804878,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.882545865,0,0.333333333,10.01
bw3-41,Eelektross,0.368421053,0.6,0.130718954,0.589268293,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.518909501,0,0.5,2.23
sm3-40,Pikachu,0.157894737,0.2,0.12745098,0.024390244,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.304806805,0,0.166666667,0.38
ex9-46,Duskull,0.105263158,0.2,0.147058824,0.346341463,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.763861843,0,0.166666667,0.47
sm5-43,Electabuzz,0.210526316,0.4,0.137254902,0.12195122,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.286256021,0,0.166666667,0.12
base5-42,Dark Persian,0.157894737,0,0.133986928,0.051707317,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.951726965,0,0.333333333,1.78
xy11-47,Drifblim,0.263157895,0.2,0.150326797,0.415609756,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0.342420826,0,0.333333333,0.15
smp-SM35,Espeon-GX,0.526315789,0.2,0.111111111,0.191219512,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0.32356257,1,0.583333333,18.22
xy12-38,Magneton,0.210526316,0.2,0.120915033,0.08,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.333094189,0,0.5,1.37
basep-42,Pokémon Tower,0,0,0.133986928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98226914,1,0.583333333,9.76
swsh1-46,Goldeen,0.184210526,0.2,0.147058824,0.115121951,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.210925489,0,0.166666667,0.08
np-37,Kyogre ex,0.263157895,0.4,0.117647059,0.372682927,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.823101363,1,0.583333333,71.68
sm4-36,Gastly,0.131578947,0.2,0.114379085,0.089756098,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.295582659,0,0.166666667,0.18
sm2-44,Heliolisk,0.263157895,0.2,0.140522876,0.67804878,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.314235933,0,0.5,0.22
sm6-40,Rotom,0.184210526,0.2,0.12745098,0.467317073,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.276929384,0,0.5,0.43
base4-44,Ivysaur,0.157894737,0.2,0.140522876,0.00195122,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.957876396,0,0.333333333,3.67
ex8-44,Plusle,0.157894737,0.2,0.140522876,0.303414634,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.772983499,0,0.333333333,4.85
hgss1-50,Qwilfish,0.184210526,0.2,0.160130719,0.205853659,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.584913396,0,0.333333333,0.45
dp5-39,Lickitung,0.184210526,0.4,0.124183007,0.105365854,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.651532233,0,0.333333333,0.63
dp2-39,Walrein,0.342105263,0.6,0.124183007,0.356097561,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.679614636,0,0.5,0.59
col1-45,Jolteon,0.210526316,0,0.14379085,0.131707317,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.547606846,0,0.333333333,1.97
sm8-44,Magcargo-GX,0.552631579,0.6,0.140522876,0.213658537,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.258276109,0,0.666666667,1.71
gym1-44,Erika's Exeggutor,0.184210526,0.4,0.140522876,0.100487805,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.940248027,0,0.333333333,1.38
sm11-39,Finneon,0.131578947,0.2,0.124183007,0.444878049,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.230296198,0,0.166666667,0.13
xy4-40,Musharna,0.236842105,0.4,0.12745098,0.505365854,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.407707287,0,0.5,0.42
xy7-45,Inkay,0.131578947,0.2,0.14379085,0.669268293,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.379009942,0,0.166666667,0.19
pl2-40,Gengar GL,0.184210526,0.2,0.12745098,0.091707317,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0.612585836,0,0.333333333,9.09
swsh2-39,Magikarp,0.078947368,0.2,0.124183007,0.125853659,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.202316286,0,0.166666667,0.61
xyp-XY34,Metagross-EX,0.473684211,0.8,0.107843137,0.366829268,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.447576099,1,0.583333333,21.7
bw2-38,Venipede,0.184210526,0.4,0.120915033,0.529756098,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.526801271,0,0.166666667,0.19
hgss2-44,Beldum,0.157894737,0.4,0.140522876,0.364878049,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.575586758,0,0.166666667,0.29
bw9-44,Nidorino,0.236842105,0.6,0.140522876,0.032195122,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.463667111,0,0.333333333,0.29
ex10-43,Noctowl,0.184210526,0.2,0.137254902,0.16,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.754432715,0,0.333333333,0.59
ex15-34,Nidorina δ,0.184210526,0.2,0.107843137,0.029268293,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.707594548,0,0.333333333,1.52
bw8-45,Magneton,0.210526316,0.4,0.14379085,0.08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.472993748,0,0.333333333,0.3
sm115-46,Chansey,0.342105263,0.4,0.147058824,0.110243902,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.228143897,0,0.333333333,0.16
xy9-37,Swanna,0.210526316,0,0.117647059,0.566829268,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0.361074101,0,0.333333333,0.17
sm12-47,Snorunt,0.157894737,0.4,0.150326797,0.352195122,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.22096956,0,0.166666667,0.21
xy11-48,Litwick,0.131578947,0.2,0.153594771,0.592195122,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.342420826,0,0.166666667,0.14
sm4-37,Haunter,0.184210526,0.2,0.117647059,0.090731707,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.295582659,0,0.333333333,0.2
sm10-37,Poliwag,0.157894737,0.2,0.117647059,0.058536585,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.239622835,0,0.166666667,0.19
np-38,Groudon ex,0.263157895,0.4,0.120915033,0.373658537,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.823101363,1,0.583333333,56.55
base1-47,Diglett,0.078947368,0,0.150326797,0.048780488,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.166666667,0.48
neo4-45,Light Dewgong,0.210526316,0.4,0.14379085,0.084878049,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.882545865,0,0.333333333,1.66
sm35-37,Arbok,0.315789474,0.6,0.117647059,0.023414634,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.298452393,0,0.333333333,0.2
base2-37,Gloom,0.157894737,0.2,0.117647059,0.042926829,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.983806498,0,0.333333333,0.62
bw9-45,Grimer,0.184210526,0.4,0.14379085,0.085853659,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.463667111,0,0.166666667,0.29
xy7-46,Malamar,0.236842105,0.2,0.147058824,0.670243902,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.379009942,0,0.166666667,0.13
swsh3-41,Panpour,0.157894737,0.2,0.130718954,0.502439024,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.191554781,0,0.166666667,0.13
bwp-BW34,Luxio,0.210526316,0.2,0.107843137,0.394146341,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.545557036,1,0.583333333,16.99
base5-43,Dark Primeape,0.157894737,0.2,0.137254902,0.055609756,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.951726965,0,0.333333333,1.52
neo3-41,Aipom,0.105263158,0,0.130718954,0.185365854,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.898944348,0,0.166666667,0.51
sm5-44,Electivire,0.368421053,0.8,0.140522876,0.454634146,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.286256021,0,0.5,0.32
dp6-40,Shedinja,0.157894737,0,0.12745098,0.284878049,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.642103105,0,0.5,2.02
gym1-45,Erika's Gloom,0.157894737,0.2,0.14379085,0.042926829,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.940248027,0,0.333333333,1.72
ex11-44,Hariyama,0.210526316,0.2,0.140522876,0.289756098,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.745106078,0,0.333333333,1.9
sm9-47,Joltik,0.105263158,0.2,0.150326797,0.580487805,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.248949472,0,0.166666667,0.31
dp7-37,Electrode,0.210526316,0,0.117647059,0.098536585,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.632673978,0,0.333333333,0.4
ex15-35,Nidorino δ,0.184210526,0.2,0.111111111,0.032195122,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0.707594548,0,0.333333333,1.05
xy12-39,Voltorb,0.157894737,0.2,0.124183007,0.097560976,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333094189,0,0.166666667,0.1
dp2-40,Whiscash,0.236842105,0.6,0.12745098,0.331707317,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0.679614636,0,0.5,0.85
base6-41,Dodrio,0.184210526,0,0.130718954,0.082926829,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.87383417,0,0.333333333,1.31
dp3-49,Farfetch'd,0.157894737,0.2,0.156862745,0.08097561,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.670185508,0,0.333333333,0.46
bw10-50,Machamp,0.368421053,0.6,0.160130719,0.066341463,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.45362304,0,0.5,0.64
ex6-42,Onix,0.210526316,0.6,0.133986928,0.092682927,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.788664549,0,0.333333333,2.18
ex1-35,Kirlia,0.184210526,0.2,0.111111111,0.274146341,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.832530491,0,0.333333333,1.66
hgss1-51,Skiploom,0.157894737,0,0.163398693,0.183414634,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.584913396,0,0.333333333,1.27
bw5-39,Plusle,0.157894737,0.2,0.124183007,0.303414634,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.50097366,0,0.166666667,1.55
sm7-45,Regice,0.315789474,0.6,0.14379085,0.368780488,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.267602747,0,0.5,0.46
sm75-43,Shelgon,0.210526316,0.4,0.137254902,0.362926829,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.264015579,0,0.333333333,0.47
gym2-49,Koga's Pidgey,0.105263158,0.2,0.156862745,0.015609756,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.933791124,0,0.333333333,2.51
xy8-40,Abomasnow,0.342105263,0.8,0.12745098,0.448780488,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.370400738,0,0.5,0.27
smp-SM36,Umbreon-GX,0.526315789,0.4,0.114379085,0.192195122,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0.32356257,1,0.583333333,31.98
ecard1-37,Blastoise,0.263157895,0.4,0.117647059,0.008780488,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.862150251,0,0.5,35.37
ecard3-12,Houndoom,0.184210526,0.2,0.035947712,0.223414634,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.837655017,0,0.5,39.73
sm8-45,Houndour,0.157894737,0.2,0.14379085,0.222439024,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.258276109,0,0.166666667,0.18
ex16-38,Sharpedo,0.184210526,0,0.120915033,0.311219512,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.698062929,0,0.333333333,0.93
pl2-41,Glaceon,0.210526316,0.2,0.130718954,0.459512195,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.612585836,0,0.333333333,4.56
hgss3-44,Combee,0.078947368,0.2,0.140522876,0.404878049,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.565542687,0,0.166666667,0.3
xy4-41,Litwick,0.131578947,0.2,0.130718954,0.592195122,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.407707287,0,0.166666667,0.27
bw3-42,Stunfisk,0.236842105,0.4,0.133986928,0.602926829,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.518909501,0,0.166666667,0.21
pl3-41,Sableye G,0.184210526,0.2,0.130718954,0.294634146,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0.602849236,0,0.5,4.24
swsh4-42,Barraskewda,0.315789474,0.2,0.133986928,0.826341463,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.182228144,0,0.5,0.17
neo2-37,Corsola,0.131578947,0.2,0.117647059,0.216585366,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.910423286,0,0.333333333,1.76
ex5-39,Loudred,0.210526316,0.4,0.124183007,0.286829268,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.798093676,0,0.333333333,0.61
xy5-46,Spheal,0.184210526,0.4,0.147058824,0.354146341,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.39838065,0,0.166666667,0.19
swsh35-48,Swablu,0.131578947,0.2,0.153594771,0.324878049,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.187250179,0,0.166666667,0.12
